@RELATION pacman-data-training


   @ATTRIBUTE posicionpacmanx NUMERIC
   @ATTRIBUTE posicionpacmany NUMERIC
   @ATTRIBUTE fantasmasvivos NUMERIC
   @ATTRIBUTE distanciafantasma1 NUMERIC
   @ATTRIBUTE distanciafantasma2 NUMERIC
   @ATTRIBUTE distanciafantasma3 NUMERIC
   @ATTRIBUTE distanciafantasma4 NUMERIC
   @ATTRIBUTE numerocomidas NUMERIC
   @ATTRIBUTE distanciacomidamascercana NUMERIC
   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE scoreSiguiente NUMERIC
   @ATTRIBUTE movimiento {North,South,East,West,Stop}

   @data
8,12,1,100,100,100,100,0,100,562,561,South
9,12,1,100,100,100,100,0,100,561,560,East
10,12,1,100,100,100,100,0,100,560,559,East
11,12,1,100,100,100,100,0,100,559,758,East
1,5,4,7,7,7,7,0,100,-1,-2,South
1,4,4,7,7,9,9,0,100,-2,-3,South
1,3,4,6,6,10,10,0,100,-3,-4,South
2,3,4,6,6,8,8,0,100,-4,-5,East
2,4,4,6,6,8,8,0,100,-5,-6,North
2,3,4,4,4,9,9,0,100,-6,-7,South
3,3,4,4,4,9,9,0,100,-7,-8,East
3,4,4,2,2,7,7,0,100,-8,-9,North
4,4,3,100,100,5,5,0,100,191,190,East
5,4,3,100,100,4,4,0,100,190,189,East
6,4,3,100,100,4,4,0,100,189,188,East
7,4,3,100,100,4,4,0,100,188,187,East
7,5,3,100,100,4,4,0,100,187,186,North
7,6,3,100,100,3,3,0,100,186,185,North
8,6,3,100,100,3,3,0,100,185,184,East
9,6,3,100,100,2,2,0,100,184,183,East
10,6,3,100,100,1,1,0,100,183,382,East
11,6,2,100,100,100,100,0,100,382,381,East
